Date,EXIDEIND,BHARATFORG,HEROMOTOCO,EICHERMOT,ASHOKLEY,BAJAJ-AUTO,BOSCHLTD,BALKRISIND,KOTAKBANK,AUBANK,IDFCFIRSTB,INDUSINDBK,BANDHANBNK,AXISBANK,HDFCBANK,ICICIBANK,ITC,EMAMILTD,MARICO,COLPAL,DABUR,HINDUNILVR,BRITANNIA,GODREJCP,TCS,WIPRO,COFORGE,HCLTECH,INFY,MPHASIS,LTTS,TECHM,ADANIENT,HINDCOPPER,HINDALCO,APLAPOLLO,JINDALSTEL,JSWSTEEL,HINDZINC,COALINDIA,DRREDDY,ALKEM,APLLTD,BIOCON,CIPLA,AUROPHARMA,DIVISLAB,ABBOTINDIA
2019-01-02,-0.0230677668403569,-0.0319159534169899,-0.026256093005714,-0.091719606652975,-0.0251926633574826,-0.0127892527619889,-0.0050543410937666,-0.0179781828747128,-0.0079084715762928,-0.002737151040642,-0.015107729925485,-0.0119791674786397,-0.0082068364958451,-0.0116246764188643,-0.0091664061093117,0.0023339341662116,-0.0074560429093168,0.0110615918054181,0.0014761733665713,-0.0168340159389645,-0.0130034651685968,-0.0092034021122238,0.0044373391068116,-0.0008674831618774,0.0107158035884909,-0.0033731945918554,0.0015619333433274,-0.0141645400474029,0.0059965595359345,-0.0162409896018575,-0.0086884519590128,-0.0098524142191582,-0.0153798825910969,-0.0252685766819897,-0.0375072447260885,0.0302754151982824,-0.0292763391009225,-0.0514752826925339,-0.0185258234309761,-0.0200758791476116,-0.0023040242346598,0.0055249838394535,-0.0109655511607549,-0.0048055079142686,-0.0163842466371674,-0.0120757532182326,-0.0030885100117191,-0.0070165507649228
2019-01-03,-0.0150320729121591,-0.0150653177198465,-0.0105260956287778,-0.045972076271867,-0.0181731831369456,0.0034672387794305,-0.0091781555226795,-0.0127410197153252,-0.0043216916520525,0.0017718368602278,0.0081632750495556,-0.0105207138707065,-0.0337983722846322,-0.0197076235818273,-0.0078767120398975,-0.0037093854956777,-0.0062561537380317,-0.0020126600362031,0.0138503837744566,0.0095182651526491,0.0133590721635335,0.0021270586382907,0.0060933547216534,0.0101755767431677,-0.0122147418758227,-0.0001535735685977,-0.0180669131173755,0.0021111210736719,0.0001495478267004,-0.0419006913286032,-0.048118939142027,-0.0296465515001347,-0.015292511039797,-0.009891191839921,-0.0252521226353,-0.0226308625008505,-0.0768346637928695,-0.0211786912277105,-0.0119872856016894,-0.0072081153336718,-0.0091535553863583,0.0058006739211534,0.002494908279652,-0.0174930595703896,-0.0041870621479755,-0.0117339605929921,-0.0226906591638217,-0.0073472447418623
2019-01-04,0.0048427255679178,-0.0007182780212073,-0.0089297112886176,-0.0053503924685586,-0.0138499129088799,0.012087383976781,0.0071712245897213,-0.0099859210614518,0.0102287157796752,0.0040154522710873,0.0476281005071925,-0.007657000680852,-0.0092219230599379,0.0189814844792867,0.0026718154450267,0.0053537686566857,0.0075025226981171,-0.0073757214032619,0.002113691961956,-0.0031628769394426,-0.0065380567004036,-0.0037533030083405,-0.0042181275300751,-0.0142126918463251,-0.0122327310932032,-0.0032311046033445,-0.0088235572368472,-0.0170153286209137,-0.0121787343886643,-0.0195296668573151,0.0013247942838212,-0.014792502582863,0.0003279099861759,-0.0039842238425052,0.0080932588064121,0.0012684078216082,0.0391551975120958,0.01857768394889,0.0081301640841579,0.0063628661369942,0.0087496837823366,-0.0063133308396386,-0.0048234716228834,0.0106456405835496,0.0007801977442497,0.0138028752132875,0.015595143684042,0.0043468968414831
2019-01-07,0.0138171318890232,-0.0154112118148084,-0.0100575931340183,-0.0136826927711247,-0.0352204645843885,-0.0280580237187,0.0036791264018192,-0.009916686448375,-0.0010822667603682,-0.0120948555091428,0.021906680353564,0.0070479595506102,-0.0600989471044165,0.0284017826037697,0.0015101544930796,0.0068221788941823,0.0024884986947729,-0.0001194338965437,0.0207673386863341,-0.0054341322667366,0.0028582297551352,0.0018224137509535,0.0067340694987226,-0.0035538826450606,0.0111530298076369,-0.0006165863244082,0.016518976023712,0.0098190874075317,0.0159822162314045,-0.0055504490716261,0.0058020485237044,0.0093529854350143,-0.0085583488161461,0.0059702417392922,-0.0112050725609867,-0.0268509167539472,-0.0009851982729836,0.006576447097491,0.0104349861087038,-0.0084926994666014,-0.0160315882494002,0.0072298563988488,0.0048234716228833,0.0033892790238507,0.0024346850697608,-0.0015167620560061,0.0173089647022205,0.0092448878822969
2019-01-08,-0.0034363795592803,-0.0164996990757756,0.004166476862949,0.0107460485583204,-0.0042893988574422,0.0135616524603762,-0.0108114781331254,-0.0176521428549231,-0.0143003113386643,0.0108118138420566,-0.0032555975232305,0.0118588369624663,-0.0430791953781052,0.0208802086002617,-0.0083577209299716,0.0332984883703526,0.0091890183106866,0.0096262000395812,-0.0128798200384718,0.005930236442381,-0.0096792452182652,-0.007930682752137,-0.0174068038244229,-0.0267103099000998,-0.0022944075149461,0.0040012644963505,-0.0142949017400934,0.0038162429063043,-0.0024594114229382,-0.0005403485156792,0.0098082811212285,0.0034122519266496,0.0144407035664882,-0.0089686240061342,-0.0098784626465715,-0.0029994142761232,0.0358161017921163,0.0138761492688481,-0.0009109207463161,-0.0051303889253736,0.0046206325383268,-0.0048482620769171,0.0167856992528333,0.0136025013122823,-0.0007783621585087,0.0296359430474374,-0.018439538707146,0.0232095992114067
2019-01-09,-0.0061386446856057,0.0108552715520823,-0.0111209797967297,0.0122176227902643,0.0149335159845747,0.0007602473252284,0.0090647455816777,0.0207053200465281,0.0075795988280976,0.012441201703282,0.0054200674693391,0.0150970961459318,-0.0464451127688131,0.0290706916460868,0.0065405364936701,0.0055090074504079,0.0214051164536528,-0.0031984754734508,0.0049635200934621,-0.0055079964949942,0.0121735788916764,0.0079585331456489,0.0010029215635291,-0.0071459759228759,-0.0034915422415203,0.0105417946641542,0.0323967684495666,-0.0071673076091105,0.0089886348236871,-0.0216977522997821,-0.0033399241325437,0.0055654362910873,-0.0270822118893298,-0.0070317857234112,-0.0038815826470824,-0.0272285084777793,-0.0384477470976443,-0.0107759670819964,0.00418374928073,-0.0027900041098505,0.012602543907067,0.0105595957306653,0.001097896819515,0.0042821998336271,-0.0069353569403774,0.0142307871311807,0.0098224622841357,0.0320839480690696
2019-01-10,0.0053732397094359,0.011153566745504,-0.0061297541637169,0.0129779421075652,0.0058063904793804,0.0104757433293595,0.0116207201611831,0.003831174549851,-0.0152170870320988,0.0325930666457436,0.0150217579458792,-0.0226360597779472,0.0348489480047618,-0.0102748786530773,-0.0039285278139645,-0.0072203255546948,-0.0027586788391994,0.0050890311869531,0.0086917076482844,0.0169998715924598,-0.0008308042749671,0.0006722806745388,-0.0011971799808776,0.0072102201113943,0.0008474746950049,-0.0099276697795889,-0.0089014504476296,-0.0027210939423249,0.0053102575328384,-0.0015483590863209,-0.0009737342552976,0.0012244398427935,0.0116494025564473,-0.0080971246147493,-0.0082987802916456,-0.017692405809802,-0.0139304811767732,-0.0049993073789908,0.0018135184695826,0.0015033121334846,-0.0010376310290662,-0.0027880869841975,-0.0018587029529087,-0.0022180378758343,0.0061562636089311,0.0256826478428237,0.0315354471241108,0.0135064725898613
2019-01-11,-0.0055656359723696,-0.0014524270294194,-0.006960193449161,-0.0023621727344986,-0.0073958464750895,-0.0015975701877966,-0.0094948412210755,-0.0027592950933558,0.0029882698654878,0.0006135707128098,-0.0053390408924286,-0.0329463285379946,-0.037047265107127,0.0048882170993979,0.0016109228514165,-0.002506398399981,0.0196607010439518,0.0221818099931974,-0.0147030797874456,-0.0048763705423199,0.0011864780096832,-0.0094500695750971,0.0025542217753579,-0.0007060983806351,-0.0246588318222825,0.0090152821257397,0.0087295727882257,0.0044776581728216,0.0055752542942924,-0.0048814756403435,-0.0056477007168411,0.0066727746023973,0.0026438052953656,0.0050683908997581,0.0090276436352556,0.0215324440417504,-0.0060301879540388,-0.0017297702427202,-0.0089181316494381,-0.0032241060271074,-0.0047219104051413,-0.0013460345686446,-0.0016926325565653,0.018932862295173,-0.0059601832558055,-0.0091803378183163,-0.0101136167346227,-0.0037289915627407
2019-01-14,-0.0314756005425481,-0.0107499068791228,-0.0111858551143635,-0.0013271928413657,-0.0085197413312124,-0.0080443570328179,-0.0207958504224613,-0.0070737251831733,-0.0094046318339735,0.0045896322855093,0.0042735269750798,-0.0207396163463443,-0.0249566081567269,-0.0110131957244612,-0.0048651029121772,-0.0138317882233793,-0.0035616418486673,-0.0147720820642003,0.0017024557861232,-0.0104374978816936,0.0277162216879961,-0.0031132023360784,0.0054102618459992,-0.0022490862477138,-0.0160298543958899,-0.0503810934445066,0.021832882268478,-0.0030359636637241,0.0265643466530451,-0.0255702818111793,0.0099311075423494,-0.0280648072626695,-0.0210112725392265,-0.0020242106264934,0.0014562890019703,-0.0119252859788861,-0.0327897847670351,-0.0171125840500016,-0.0077079003231814,-0.0058298540049238,-0.0036193310348033,-0.0131238611017035,0.011202499725028,0.0046583142929348,0.0034241331477873,0.0004546423883584,0.0166692403231737,-0.0069953841900397
2019-01-15,0.0229714811265956,0.021077502168204,0.0152133014631546,0.0076727346514512,0.0010690786711626,0.0098436317418917,0.0007296887199632,-0.011940863486797,0.0013606575524994,0.0076785403443771,0.00319314182892,0.0074851092002431,0.0208770169009193,0.002121556348939,0.0095889934139107,-0.0016082881995762,0.0076162727666819,0.0294427745091463,-0.0017024557861232,0.0140687256651336,-0.017217660466426,0.0146045856167446,0.022311133419737,0.0054536768229869,0.0296406496502361,0.0537220160013905,-0.0013481272157956,0.0111409077862396,0.0345853277483738,0.0,0.0,0.0380972803503255,0.0020200585742984,0.0040443321002395,0.0113350156050675,0.0003156799048874,0.0199386113781874,0.0284743877689196,0.005878018498737,0.0075506478985465,0.006185342197152,-0.0104583019116214,0.0014228474619755,0.0034024540757754,0.005842810697013,0.0210059487459177,-0.0054051961293015,0.0104779604562505
2019-01-16,-0.0194028682030837,0.0063499128965852,-0.0107412100612136,0.0047156678715218,0.0037321739972928,-0.0030863641470169,-0.002127380282713,-0.0027048803815994,-0.0088157214854587,-0.0174954685109429,0.0272553405243921,0.0208485942949253,-0.0086551563941282,0.0051337159421373,-0.0008012503875912,0.0068175172386539,-0.0084660587727305,-0.0082259516514048,-0.0027565441582397,0.0048963987140248,-0.0052944748654438,-0.0097127028962636,-0.0025628916748537,-0.0083528352359275,0.0012572604551707,0.0202602691490024,0.0196193570644436,-0.0100212852495427,0.0139401695832383,-0.0152332238859758,0.0015143048329833,-0.0090317771155245,-0.0013463216193902,0.0110387802314983,-0.0004796987142141,0.0413772761937982,-0.0017032114438179,-0.0195323360808329,-0.0014661139753438,-0.0025822453673852,0.0085000651375014,-0.0178532828473368,-0.0024285788577534,0.0046211926367474,-0.0067222061378959,0.0022224976983595,-0.0015778222627121,-0.0024192113125236
2019-01-17,-0.0083465955262758,-0.0011236717896531,0.0082130411683146,-0.017796020971079,-0.0074786205747362,0.0044793619654219,0.0031982291974344,0.0063765294016629,0.0141993449247562,0.0096642262576684,-0.0230135364005251,-0.0024265557881428,0.002448840312668,0.0188719553836675,0.0056906422509331,-0.0018667439328173,-0.0003402743866198,0.0038929866147515,-0.0005259186365739,-0.0031234943572438,-0.0084108591911057,-0.0119465524013442,0.0098233375278038,0.0234030905468902,0.0149718848049412,-0.0034228467283659,0.0103218166717191,0.0173805261754092,-0.0046932225780593,0.0425258891637669,0.0247518738569664,0.0080400829768904,0.0036982391748212,-0.0050024688240077,-0.0115831191852252,-0.0050306063256617,-0.0040996035223294,0.0088625688001591,-0.0031231905366837,0.0,0.000840332669973,0.0014297008891004,-0.0083350299856769,0.0106241526371725,-0.0037214825841885,-0.0170158238148895,-0.0095534819924218,0.0057114363480048
2019-01-18,-0.0150801974187832,-0.0194021333905612,-0.0016716315569342,-0.0122097781307206,-0.0102397613396339,-0.0032657178480318,0.0031230547053094,-0.0054548640469687,0.0164626632334681,-0.051449992194623,-0.0031796853139599,-0.0040131579456201,-0.0215763584816667,-0.0179688056304595,-0.0009618454502593,-0.0069648630684526,-0.0085409986024533,-0.0092993137910533,-0.0022383338260362,-0.0119815096045619,0.0090005708193763,-0.0042340885600424,-0.0112098588143592,-0.0046116720204603,0.0033465442280641,0.0315482828873223,0.0021251526955498,0.0120774192027049,-0.0032779157853613,-0.0328418024193809,-0.0312803696554594,0.0050896081342466,-0.0152160684789992,-0.0141415596943416,0.0135006870711834,0.0334754055442141,-0.0027426126930489,-0.0118343381499997,0.0023891203394229,-0.0088737089430521,-0.0085699712552712,0.0037492073556518,-0.0049158265394046,-0.0085516722670896,-0.0003925981434936,-0.0064074675890865,0.0025212727504383,-0.0049331054926109
2019-01-21,-0.0112052316346791,-0.0023997675400832,-0.0367160412484461,-0.0047196589381993,-0.0185900361813309,-0.0133757724619166,-0.0085972916976087,0.0,0.021852780050462,-0.0219361588102659,-0.0149734765082614,-0.0061498900341316,-0.0312687455725174,-0.0064912123878966,0.0083677821408936,-0.0008068243251262,-0.0053324703594426,-0.0138205292637318,-0.0009228219788869,0.0018672993315554,0.0095041893574517,0.0016042090056919,-0.0072631412965531,-0.0067347159175172,0.0042266208159365,-0.0244180435457114,0.0355712737947545,-0.0005695300666721,0.0190387335319101,0.0062334870705015,0.0100935867263567,0.0066755394651393,-0.0054661475577929,-0.0102251114385748,-0.0055229295839397,-0.0370467363370821,-0.0093119396986176,-0.0035075918214246,-0.0179651304203579,-0.0043572308100719,0.0011546606785213,0.0026317609340392,0.003646890832762,0.0166537197316756,-0.0002944711444434,0.0079547337542197,-0.007950028201022,0.014045746817682
2019-01-22,0.002251153231352,0.0152391122772503,0.0109093042833952,-0.0002198603718585,-0.0296858968963839,0.0013957763985028,0.0084877344736261,-0.0101270788638794,0.0188725767360037,-0.0222600082688259,0.0107182158694343,-0.0039876325334668,-0.0422539503049929,0.0019669135758236,-0.005742191168961,-0.007154947250438,-0.0005176308801095,-0.0084556341001988,-0.0091447218518972,-0.0051149055117275,0.0120721366827043,0.0018873171426113,0.001666266048092,0.0107789857460113,-0.0035690043327877,0.0254286814150692,0.0204727777883112,-0.0262275226161498,0.0004700777453366,-0.006692412817627,0.0049939083978238,0.0004202046839498,-0.0017145620957855,-0.0155362520839978,-0.0199421731577086,-0.036026788996993,-0.0464541868511831,-0.0234635189058888,-0.0276637389766169,-0.0054734024209583,0.0154579687674413,-0.0109414285622306,-0.0007622235746095,0.0084109339373752,-0.0042307941413377,0.0162928646673824,0.0042988778303479,-6.090084417424085e-05
2019-01-23,-0.0144124445610365,0.0084008615493594,-0.0103009562606626,0.0032683585578659,0.0135520077005205,-0.0053148034903909,-0.0061724252799931,0.0055681746787388,-0.0118759698245397,-0.0104695743931222,0.0084925713811244,-0.004405052668189,0.0127560959865769,0.0,-0.0143594875323885,-0.0044810113062727,-0.0439184006296227,-0.0143733734490099,0.0026592241892201,0.000535468840962,-0.0062499560082815,0.0096663012125162,0.0157927095723986,-0.0038543602471456,-0.0139248453190628,0.014469179590048,-0.0158738510819748,0.0039252627500582,-0.0185516991515536,0.0302427721799518,0.0021882576825462,0.0090599237446154,-0.0187049265681202,0.0010434199256625,0.0092909311946704,0.0218334092557874,0.0126241441868882,0.0103777110056149,-0.0032715343473828,-0.009706810252166,0.0024398358029565,-0.0016490134890286,-0.0016109875357767,0.003061573630387,0.0043290027651593,-0.0074426104881598,-0.000232697407406,-0.0015173071848937
