Date,ABBOTINDIA.NS,ADANIENT.NS,APLAPOLLO.NS,BAJAJ-AUTO.NS,BALKRISIND.NS,HCLTECH.NS,HDFCBANK.NS,HINDUNILVR.NS,INFY.NS
2023-01-03,0.011315594189829494,-0.002671994865172832,-0.01631240240222774,0.007734541652836032,0.0007515713003222874,0.0018263082143153146,0.006517622555198764,-0.006411108238994234,-0.0009518520568577561
2023-01-04,0.011758998642251686,-0.0010185425800558025,0.042100004342080194,-0.013655794905168455,-0.003198290574875233,-0.004571815858132265,-0.018034481177997982,-0.0023433785314615663,-0.01839414717127468
2023-01-05,0.007622291460583191,0.0007182978438753696,-0.010003932571731234,0.019041483854065285,0.02528075244302502,0.007209014311087598,-0.0064492292921577024,0.0185950466125529,-0.01319896668470759
2023-01-06,0.010033055028925814,-0.0014501535966691063,-0.0038333984990547754,0.005809963922801846,0.015608945239994504,-0.010881627308010657,-0.0033185380501438095,-0.0028100971298848686,-0.018265012692045515
2023-01-09,-0.00291315708428918,0.008086424089507275,-0.006047180566944849,-0.005920435752159967,-0.0001581273956879312,0.032999084751197665,0.0019423358091769966,0.018306574265602504,0.024515774626214615
2023-01-10,-0.009332269837283125,-0.05557129157960886,-0.00703369039253059,-0.012939781722831323,-0.009771509880906618,-0.0033782694719044952,-0.01844764793735162,0.007517176035222913,-0.009951911141440211
2023-01-11,0.006989404911335269,-0.0030483318991495274,0.012500203522621258,-0.010165664322369603,0.0010271832544139397,-0.008543235212273988,0.014307640997295406,-0.019324361868096142,0.0010200167239140588
2023-01-12,-0.0021837146377144886,0.0031305179516596436,0.00827694524317831,0.00907393321176803,0.010190618703537858,0.01584837643224979,0.005328734976760099,-0.0012346246927647782,0.006335036367620476
2023-01-13,0.0053840705415575734,0.02007304199920262,0.005964993856842381,0.009755356885112334,0.008611258603305005,0.005722398355243077,0.0007812756450354371,0.013022652760387025,0.015448034895319415
2023-01-16,-0.010863355782462584,-0.027614013060707654,-0.010807094281320779,-0.006162715265335585,-0.00430771825175474,0.014644479191621448,-0.009636156077850592,-0.010304422850492758,0.014426752083565792
2023-01-17,-0.01647237818133727,0.005386350276663945,0.017130628104633176,0.006620205826493663,0.007593345720280517,0.015739430949635445,0.014777027488942699,0.026765019210684138,0.009135428096812417
2023-01-18,0.012872736574034545,-0.011788371563901414,0.04007223919911086,0.0008175314045041729,-0.002077362274452471,0.0036833033263440713,0.01749787609345744,0.0069671401071898145,0.0038251656163349962
2023-01-19,0.0016992318762192769,-0.03772263127453168,-0.009719735930448142,-0.009449158255717939,-0.00864594277903977,0.005639242609971922,0.004144495291426989,-0.013662392718572251,-0.004214994918129329
2023-01-20,-0.009235929082815272,-0.002138899340991773,0.01625907964901349,-0.0008952967574095215,0.0038269099271903083,-0.0032441988435129724,0.01019655190167834,-0.03886230948741328,-0.008712821815105461
2023-01-23,0.003992523934686615,-0.0057453136527556995,-0.027061303257753692,0.014118705641007001,0.009859595995398035,0.012023059351009563,0.007288566241181075,0.018522775335214,0.01460880289628579
2023-01-24,-0.011114948683167921,0.0016428394712796803,-0.008059925882364918,0.01722326600492274,0.0008453173860433732,0.014741145287205583,0.013299467759874112,0.0015779835105438897,0.0025161514618651185
2023-01-25,-0.016578764402517692,-0.01553261980982101,-0.0009524051982495294,0.008346979701380975,-0.004210312351297831,-0.013359502088037574,-0.028020903191264154,0.008367245259562929,-0.005751406094516309
2023-01-27,-0.0035130886157848716,-0.2047642022752432,-0.013124121947022765,0.057330986366607856,-0.05087393475492775,-0.006388525801781252,-0.020126509225946138,-0.003897370029406628,-0.015577504415172073
2023-01-30,-0.010732927018762734,0.04648628747313233,-0.0031649018885401203,-0.024583722874227543,0.02114882431909457,0.017019923391365564,-0.001021724757644343,-0.016987832468225154,0.01285187517191994
2023-01-31,-0.008068687081406636,0.02763193565009269,0.007019681155355888,-0.005979576970642396,0.021408909477543796,-0.011121277196106545,-0.0066197901352149395,0.003343127082532046,-0.0032872293895877423
2023-02-01,-0.00561718993270907,-0.33124354915541226,0.004754247500562244,-0.00182183173918509,0.012793011822884193,0.008783065090629066,0.014887090672560584,-0.00097066597878669,0.011248695849319493
2023-02-02,-0.010691814145230608,-0.3105849797571227,0.029623822536547207,-0.0054197151712605295,0.012346411797035705,0.015339659389675837,-0.014980679293969762,0.023268038066406087,0.020831069394581514
2023-02-03,0.01895695406655885,0.013673923592556014,-0.00878261906510643,0.016184586821868262,0.0058871478293541415,-0.003005418329648997,0.033999318667367474,0.0052615888847454525,0.009833115800000366
2023-02-06,-0.00011975500025079135,-0.008925734448505501,0.011608889325983581,-0.0008958339449060373,0.003942127908314133,-0.00039259806397553415,-0.004259148263409003,-0.004218508526479871,-0.018648539789824115
2023-02-07,0.005814404761338513,0.13663037258682145,-0.0061266461971256885,0.007853970530843385,-0.01154296779157618,-0.015348021769154953,0.001482136105151595,-0.013896473291945951,-0.004756926683086535
2023-02-08,0.013570396225612999,0.1826496821060132,0.0037226930995958,0.00021907815126963098,0.024221180746452825,0.014737032641837266,-0.00012083581321859423,-0.007098695620313853,0.017825347015351316
2023-02-09,-0.02051385537583676,-0.11678436354184957,0.01362962223183141,-0.00894383036121781,-0.011765978099294454,0.001178051227785828,-0.0020880653327791025,0.0015087461255387257,0.016524121673677082
2023-02-10,-0.005054411602562341,-0.04175387596037582,-0.007274094103863304,-0.0036730929474444165,0.002516003473632356,-0.027145661965197822,0.00396055227064646,-0.003562993994414858,-0.0052393297827625475
2023-02-13,-0.022869198135603442,-0.07257851630135444,0.008439710192137444,0.013441288655815028,-0.11755279037508866,-0.002378290090085593,0.0007540065019680519,0.001356917763958415,-0.025883172963158528
2023-02-14,0.00178407258270612,0.01848723255801415,0.013061213188179956,-0.0019072790458353733,-0.02799203727198187,0.011123970456530989,0.00921356012370379,-0.0005423902769241757,0.016325815258174888
2023-02-15,0.0044685294177508085,0.01666326536684671,0.01122940210710812,0.007530619008131027,0.011979441718980327,0.0065979535387729075,-0.002033415396763361,-0.012149149894603717,0.002382322439537775
2023-02-16,0.00126642757381944,0.009788371331429785,0.0703915242830138,0.00030729455957700355,-0.009477102720964877,-0.00420179990260021,-0.0036287111238525434,-0.008412877607034436,0.0029697835542088023
2023-02-17,-0.010282878375294853,-0.04200316183722789,-0.025489571880753042,-0.00315347314934113,0.016023406114679267,-0.01662452621158827,-0.005029933470239948,-0.004600772889119064,-0.011300965053909087
2023-02-20,-0.007609339454036088,-0.06057201126412026,-0.01683479861649945,0.0024364571754261627,0.014070983246990867,0.0055274446233117384,-0.009435057068597756,-0.001611431127029435,0.005446593488147142
2023-02-21,-0.0016861260569631753,-0.03154480762841799,0.006767927956050278,-0.01723354939666745,-0.0022136533559520928,-0.009455787528304997,0.003742221298156256,0.0018696945978665179,-0.008165389472618433
2023-02-22,0.009295465510999145,-0.1118454318913191,-0.003378238382850445,0.0009377330028783345,-0.000170525845115832,-0.011466032107823211,-0.019812390519185628,-0.0088219197166502,-0.011269158338771616
2023-02-23,0.013428291128972435,-0.01592863872040155,-0.006711739737716517,-0.0022938861552218347,0.0036228156159896743,0.001600237922844302,-0.006806609238229221,-0.0013643933821903369,-0.007132612137897042
2023-02-24,-0.01647993165087834,-0.0496709725002575,-0.031794700908943124,0.004699409455221769,-0.005670974904013628,0.0004569809043027163,-0.008959383916087766,-0.002593025207507481,-3.2328272220843285e-05
2023-02-27,0.02100143771657787,-0.09744067859985263,0.014533720007385504,-0.056117660807970884,-0.0022724678884234184,-0.01000570601069645,0.0024828688715349805,-0.00648173378994571,-0.027028106889666788
2023-02-28,-0.018229252710765472,0.1334212563751672,-0.042272353450137926,0.0058484455089447196,-0.014538789086159708,-0.005875494203710266,0.004197258518764741,-0.0030432786185646196,-0.014515504890933884
2023-03-01,0.012296388062142161,0.13712701094649285,0.058145858621746926,0.01905952443544125,0.018030992189559125,0.02157358393090922,-0.0009694213477030888,0.0022731861230573273,0.005697810979724222
2023-03-02,-0.01803761266518918,0.02708611852290036,-0.01173097633044452,-0.00440453105138118,0.0018753177196240791,0.004394799202272182,-0.00854685722031446,-0.004429315073782708,-0.016104367747116665
