Date,^NSEI
2023-09-04,0.004799298621963187
2023-09-05,0.002357814188949651
2023-09-06,0.0018450694598145603
2023-09-07,0.005897607236551244
2023-09-08,0.004698136818212182
2023-09-11,0.008860770587058942
2023-09-12,-0.00015756069892455075
2023-09-13,0.003833986143147051
2023-09-14,0.0016478497893743786
2023-09-15,0.004429787863222843
2023-09-18,-0.0029286010148227575
2023-09-20,-0.011585098803333688
2023-09-21,-0.00802404589005525
2023-09-22,-0.0034553806166447805
2023-09-25,1.5287950028248088e-05
2023-09-26,-0.0005008515772894238
2023-09-27,0.002628162551917123
2023-09-28,-0.009831803841213342
2023-09-29,0.005860311697675281
2023-10-03,-0.005594042173129665
2023-10-04,-0.004755597219883326
2023-10-05,0.005625729970019748
2023-10-06,0.005497568008546022
2023-10-09,-0.007207861089913015
2023-10-10,0.0090556762901256
2023-10-11,0.00615173136873013
2023-10-12,-0.0008761245971014768
2023-10-13,-0.002172167428733089
2023-10-16,-0.0009776805295215437
2023-10-17,0.004033563661320618
2023-10-18,-0.007112043473065063
2023-10-19,-0.002361596586600212
2023-10-20,-0.004189660467809165
2023-10-23,-0.01344022395196905
2023-10-25,-0.008311683270009834
2023-10-26,-0.013949914095014037
2023-10-27,0.010025278863763394
2023-10-30,0.004904693073893485
2023-10-31,-0.003207746304394414
2023-11-01,-0.004751896973195711
2023-11-02,0.007559875254064636
2023-11-03,0.005075080802081226
2023-11-06,0.009375812778954773
2023-11-07,-0.0002602258142791332
2023-11-08,0.0018944969651071763
2023-11-09,-0.0024820150223140987
2023-11-10,0.0015480850435944918
2023-11-13,0.0009365417093074231
2023-11-15,0.011856190289938534
2023-11-16,0.004551150068331243
2023-11-17,-0.0016911889743673853
2023-11-20,-0.0019175662679732529
2023-11-21,0.004529201141300913
2023-11-22,0.0014370018446946907
2023-11-23,-0.0004972811112830416
2023-11-24,-0.0003687570669664962
2023-11-28,0.004787784883390938
2023-11-29,0.010348656573869122
2023-11-30,0.0018171025823992028
2023-12-01,0.00667064331563437
2023-12-04,0.020457480483773903
2023-12-05,0.008102650447744338
2023-12-06,0.003952820545223537
2023-12-07,-0.0017471243957791426
2023-12-08,0.0032600507599202964
2023-12-11,0.001320063516009915
2023-12-12,-0.004328963470418101
2023-12-13,0.0009537608817135473
2023-12-14,0.012175662163725103
2023-12-15,0.012849864921501506
2023-12-18,-0.0017725827811074615
2023-12-19,0.001607082806947435
2023-12-20,-0.014222122733049722
2023-12-21,0.004947534816775346
2023-12-22,0.004429103580375731
2023-12-26,0.004297627887901326
2023-12-27,0.009903547502138933
2023-12-28,0.0057075621422148105
2023-12-29,-0.0021741548367498844
