DATE,AUTO_INDEX NAME,AUTO_OPEN,AUTO_HIGH,AUTO_LOW,AUTO_CLOSE,AUTO_CLOSE_RETURNS,BANK_INDEX NAME,BANK_OPEN,BANK_HIGH,BANK_LOW,BANK_CLOSE,BANK_CLOSE_RETURNS,FMCG_INDEX NAME,FMCG_OPEN,FMCG_HIGH,FMCG_LOW,FMCG_CLOSE,FMCG_CLOSE_RETURNS,IT_INDEX NAME,IT_OPEN,IT_HIGH,IT_LOW,IT_CLOSE,IT_CLOSE_RETURNS,METAL_INDEX NAME,METAL_OPEN,METAL_HIGH,METAL_LOW,METAL_CLOSE,METAL_CLOSE_RETURNS,PHARMA_INDEX NAME,PHARMA_OPEN,PHARMA_HIGH,PHARMA_LOW,PHARMA_CLOSE,PHARMA_CLOSE_RETURNS
2019-02-18,NIFTY AUTO,8156.9,8156.9,8035.55,8067.7,-0.008006092053302511,NIFTY BANK,26754.6,26829.95,26617.7,26654.25,-0.0052386996895911345,NIFTY FMCG,29238.35,29348.65,28887.7,28965.15,-0.011804664808668852,NIFTY IT,15895.5,15948.1,15618.05,15659.0,-0.009950963140476981,NIFTY METAL,2681.6,2696.25,2649.25,2652.0,-0.009420046765321878,NIFTY PHARMA,8703.6,8744.25,8560.5,8573.95,-0.00805591776327334
2019-02-19,NIFTY AUTO,8089.3,8162.2,8061.85,8073.4,0.000706271596971572,NIFTY BANK,26666.55,26996.45,26625.6,26684.85,0.0011473760658505096,NIFTY FMCG,28913.2,29267.7,28913.2,29009.7,0.0015368736191246526,NIFTY IT,15644.05,15651.9,15287.5,15333.5,-0.021005854236176402,NIFTY METAL,2654.45,2725.25,2654.2,2689.7,0.014115590907280906,NIFTY PHARMA,8611.1,8636.95,8539.75,8552.7,-0.00248151400357155
2019-02-20,NIFTY AUTO,8111.7,8132.45,8072.9,8121.5,0.005940159116255694,NIFTY BANK,26786.0,26985.5,26732.65,26955.5,0.010091369531195635,NIFTY FMCG,29124.35,29175.7,28907.6,29053.4,0.0015052592180338372,NIFTY IT,15382.45,15651.7,15330.8,15609.45,0.017836522755014027,NIFTY METAL,2701.15,2772.55,2701.15,2765.0,0.027610971743401238,NIFTY PHARMA,8600.95,8621.0,8551.45,8606.35,0.006253280318570386
2019-02-21,NIFTY AUTO,8136.65,8175.55,8056.45,8156.75,0.004330939148713056,NIFTY BANK,26994.75,27100.9,26973.0,27052.4,0.0035883677749652706,NIFTY FMCG,29092.55,29229.3,29024.75,29166.35,0.00388013145742128,NIFTY IT,15609.15,15691.4,15492.2,15588.9,-0.0013173775518267763,NIFTY METAL,2775.5,2805.6,2760.65,2796.15,0.011202836026929076,NIFTY PHARMA,8632.25,8721.95,8606.05,8706.35,0.011552341591528629
2019-02-22,NIFTY AUTO,8178.2,8289.25,8156.5,8278.95,0.01487034343566879,NIFTY BANK,26960.05,26997.35,26847.8,26867.55,-0.0068564872249006065,NIFTY FMCG,29214.6,29282.0,29121.0,29241.2,0.0025630262174935548,NIFTY IT,15582.8,15717.3,15543.5,15684.7,0.006126592375377365,NIFTY METAL,2796.75,2846.7,2774.6,2842.2,0.016334929174396738,NIFTY PHARMA,8718.6,8778.4,8698.85,8772.6,0.007580583187859209
2019-02-25,NIFTY AUTO,8309.9,8381.4,8307.55,8371.45,0.01111095848964464,NIFTY BANK,26934.2,27197.1,26932.65,27159.25,0.010798449454878753,NIFTY FMCG,29294.45,29362.7,29165.6,29327.05,0.0029316246084156675,NIFTY IT,15738.95,16029.95,15729.25,16003.7,0.02013423059992729,NIFTY METAL,2854.1,2871.3,2826.35,2852.1,0.0034771648753334538,NIFTY PHARMA,8795.35,8858.2,8738.1,8816.2,0.004957710509332904
2019-02-26,NIFTY AUTO,8315.95,8442.0,8234.55,8399.1,0.003297450000579178,NIFTY BANK,26853.8,27127.25,26736.6,26952.95,-0.0076249348396920345,NIFTY FMCG,29171.0,29391.3,29095.05,29253.65,-0.002505946102085763,NIFTY IT,15933.8,16069.4,15874.95,15989.6,-0.0008814346074265313,NIFTY METAL,2808.75,2871.05,2777.3,2854.9,0.0009812511738799166,NIFTY PHARMA,8733.95,8869.8,8659.1,8829.45,0.0015017868415498346
2019-02-27,NIFTY AUTO,8443.3,8533.15,8343.65,8420.05,0.002491209226964984,NIFTY BANK,27078.1,27189.45,26719.4,26799.3,-0.0057169855583787425,NIFTY FMCG,29340.85,29547.85,29055.6,29171.95,-0.002796721069270546,NIFTY IT,15983.8,16007.65,15803.7,15902.1,-0.005487334921508179,NIFTY METAL,2874.4,2893.15,2827.4,2846.85,-0.0028236963559359484,NIFTY PHARMA,8859.55,8975.4,8799.45,8866.2,0.004153569135313345
2019-02-28,NIFTY AUTO,8486.2,8486.2,8343.8,8355.15,-0.007737651271321791,NIFTY BANK,26878.0,26920.5,26762.55,26789.9,-0.00035081695925313135,NIFTY FMCG,29375.15,29375.15,29180.95,29262.85,0.0031111622978403264,NIFTY IT,15974.1,15974.1,15694.85,15732.0,-0.010754321407123657,NIFTY METAL,2862.35,2892.05,2845.25,2871.6,0.008656245851289485,NIFTY PHARMA,8918.95,8934.4,8871.4,8884.85,0.002101284922555484
2019-03-01,NIFTY AUTO,8408.3,8440.25,8362.8,8413.65,0.006977271757802925,NIFTY BANK,26941.0,27076.55,26928.9,27043.9,0.009436520730281688,NIFTY FMCG,29335.2,29494.75,29334.45,29464.9,0.006880930980943249,NIFTY IT,15778.15,15871.1,15752.2,15848.3,0.00736538448093704,NIFTY METAL,2899.5,2925.65,2895.0,2922.7,0.017638480861810468,NIFTY PHARMA,8909.0,8993.8,8882.2,8972.65,0.009833482570499956
2019-03-05,NIFTY AUTO,8417.35,8698.2,8376.7,8676.6,0.03077435990129896,NIFTY BANK,27068.15,27580.75,26958.1,27554.05,0.018688058695591165,NIFTY FMCG,29559.35,29726.1,29371.8,29649.2,0.006235419202476618,NIFTY IT,15839.2,15839.2,15634.55,15664.1,-0.011690769217350799,NIFTY METAL,2927.65,3005.55,2918.7,3000.2,0.026171106530651692,NIFTY PHARMA,8975.2,9066.4,8937.9,9054.65,0.009097376261702435
2019-03-06,NIFTY AUTO,8702.55,8706.8,8599.4,8651.75,-0.0028681342464891117,NIFTY BANK,27618.1,27681.65,27492.05,27625.65,0.002595158733541388,NIFTY FMCG,29822.65,29997.7,29651.3,29710.3,0.0020586434042923355,NIFTY IT,15732.35,15814.7,15681.1,15735.05,0.004519238307660484,NIFTY METAL,3018.45,3035.7,3004.05,3021.3,0.007008249227418892,NIFTY PHARMA,9088.45,9193.05,9026.6,9155.0,0.011021740216209809
2019-03-07,NIFTY AUTO,8678.8,8680.2,8580.7,8635.7,-0.0018568388757739854,NIFTY BANK,27661.0,27815.5,27560.0,27764.6,0.005017138989876158,NIFTY FMCG,29812.0,30012.9,29754.2,29904.05,0.006500135695162599,NIFTY IT,15788.15,15788.15,15558.95,15582.1,-0.009767888591332355,NIFTY METAL,3026.55,3026.55,2977.25,2992.85,-0.009461091664931148,NIFTY PHARMA,9129.65,9209.15,9021.5,9045.65,-0.012016198953546886
2019-03-08,NIFTY AUTO,8609.15,8632.9,8565.75,8582.6,-0.0061678758459090405,NIFTY BANK,27686.15,27811.35,27645.4,27761.8,-0.00010085292770186126,NIFTY FMCG,29920.2,30071.05,29777.5,29945.75,0.001393488591366833,NIFTY IT,15544.35,15545.65,15388.2,15408.7,-0.01119053458069822,NIFTY METAL,2967.85,2975.6,2938.05,2947.95,-0.01511609714317288,NIFTY PHARMA,9038.85,9085.2,9007.8,9021.85,-0.0026345663502083602
2019-03-11,NIFTY AUTO,8610.0,8793.55,8607.85,8782.7,0.0230469795591284,NIFTY BANK,27840.1,28035.6,27791.25,27966.65,0.00735175382227296,NIFTY FMCG,30069.2,30290.8,29977.35,30256.4,0.010320321026658436,NIFTY IT,15432.9,15500.75,15349.6,15388.5,-0.0013118077550391943,NIFTY METAL,2967.6,3033.95,2961.9,3028.85,0.027072995992756418,NIFTY PHARMA,9052.95,9168.45,9047.15,9155.05,0.014656226785291314
2019-03-12,NIFTY AUTO,8834.85,8872.15,8775.45,8802.9,0.002297335192908878,NIFTY BANK,28168.2,28488.1,28142.25,28443.7,0.016913966068536946,NIFTY FMCG,30411.35,30563.75,30387.35,30480.8,0.00738924484621079,NIFTY IT,15408.85,15497.2,15349.8,15384.55,-0.00025671813627141653,NIFTY METAL,3052.8,3065.8,3036.65,3043.05,0.0046772924085872174,NIFTY PHARMA,9212.6,9345.1,9202.7,9274.8,0.0129954053106784
2019-03-13,NIFTY AUTO,8819.95,8836.25,8748.3,8767.55,-0.004023806754640484,NIFTY BANK,28480.3,28927.7,28353.65,28884.3,0.015371499982222085,NIFTY FMCG,30578.85,30628.95,30391.4,30451.6,-0.0009584392617154425,NIFTY IT,15442.25,15550.85,15300.25,15342.9,-0.0027109327658295414,NIFTY METAL,3041.4,3042.45,2977.4,2985.75,-0.0190093303669119,NIFTY PHARMA,9298.7,9318.15,9070.6,9100.25,-0.018999159245774597
2019-03-14,NIFTY AUTO,8775.9,8787.35,8670.8,8725.5,-0.004807632859100242,NIFTY BANK,29028.9,29070.35,28819.75,28923.1,0.0013423888923041383,NIFTY FMCG,30500.25,30516.3,30166.35,30467.3,0.0005154393906519727,NIFTY IT,15422.6,15437.05,15202.05,15260.45,-0.005388312030351933,NIFTY METAL,2993.0,3021.25,2982.3,3002.05,0.005444417069126657,NIFTY PHARMA,9102.1,9209.2,9077.35,9184.9,0.009258945618631265
